VMMS EWO KPI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Site;EWO WO Object Id;EWO WO Object Description;EWO WO Machine Class PM;EWO WO Machine Class AM;EWO WO AM Step;EWO WO OP System;EWO WO PM Step;EWO WO RP Capacity;EWO WO RP Competence;EWO WO RP Cond Wear;EWO WO RP Method;EWO WO RP Quality;EWO WO RP Spare Part;EWO WO RP EEM Sum;EWO WO Repl Policy;EWO WO RP Phase;EWO WO RP Status;EWO WO Object Manufacturer No;EWO WO Object Manufacturer Name;EWO WO Object Cost Center;EWO WO Object Belongs to Obejct Id;040-PRODAREA;050-PRODLINE;070-STATION;EWO WO No;EWO WO Directive;EWO WO Maint Org;EWO WO Break Down Date;EWO WO OP Arrives;EWO WO Reg Date;EWO WO Reg Date YYYYMM;EWO WO Reported By;EWO WO Actual Start Date;EWO WO Actual Finish Date (Error proofing finished);EWO WO Production Restart;EWO WO Executed by;EWO WO Work Done;EWO WO Work Details;EWO WO Status;EWO WO Executed by Maint Org;EWO WO SAF ENV PD QC IT;EWO WO External Number;EWO WO Comments;Root Cause;Root Cause Description;Root Cause Group;CD Root Cause Group;Root Cause Found;Root Cause WO No;Root Cause WO Object Id;Root Cause WO Object Name;Root Cause WO Object Manufacturer No;Root Cause WO Object Manufacturer Name;Root Cause WO 090-UNIT Object Id;Root Cause WO 090-UNIT Object Name;Root Cause WO Maint Org;Root Cause WO Executed by;Root Cause WO Executed by Maint Org;Root Cause WO Directive;Root Cause WO Reg Date;Root Cause WO Actual Start Date  (Spare part available at machine);Root Cause WO Actual Finish Date (Maint Done with Repair);Route Cause WO Work Done;Route Cause WO Work Details;Route Cause WO Status;Root Cause WO Real Finish Date YYYYMM;Route Cause WO SAF ENV PD QC IT;Route Cause WO External Number;Route Cause WO Comments;Kaizen Type;Kaizen WO NO;Kaizen WO Object Id;Kaizen WO Object Name;Kaizen WO Directive;Kaizen WO Maint Org;Kaizen WO Executed by;Kaizen WO Executed by Maint Org;Kaizen WO Reg Date;Kaizen WO Actual Start Date;Kaizen WO Actual Finish Date;Kaizen WO Real Finish Date YYYYMM;Kaizen WO Work Done;Kaizen WO Work Details;Kaizen WO Status;Kaizen WO SAF ENV PD QC IT;Kaizen WO External Number;Kaizen WO Comments;EWO WO Total Actual Cost;EWO WO Other Total Actual Cost;Root Cause WO Total Actual Cost;Root Cause WO Other Total Actual Cost;Kaizen WO Total Actual Cost;Kaizen WO Other Total Actual Cost;EWO WO Inventory Sparepart;Root Cause WO Inventory Sparepart;KAIZEN WO Inventory Sparepart;EWO WO Purchase Sparepart;Root Cause WO Purchase Sparepart;KAIZEN WO PurchaseSparepart;DTM (Hours between EWO WO Reg Date and Root Cause Real Finish);WTM  (Hours between EWO WO Reg Date and Real Start);TTR (Hours between EWO WO Real Start and Route Cause WO Real Finish);TST (Hours between EWO WO Real Start and Real Finish);WTSP (Hours between EWO WO Real Finish and Route Cause WO Real Start);RT (Hours between Root Cause WO Real Start and Real Finish);DT (Hours between EWO WO Break Down and Restart);DTOP (Hours between EWO WO Break Down and EWO WO Reg Date +  Root Cause WO Real Finish and EWO WO Restart);WTOP  (Hours between EWO WO Break Down and OP Arrives);RTOP  (Hours between EWO OP Arrives and Reg Date);TSU (Hours between Root Cause WO Real Finish and Restart)
KOP;8544763;EMAG VLC250DS, LM38;A;;;Siemens 840D SL;0;;;;;;;0;;;;33;Emag;7772;LM38;MA/PT-HÅRT;LM38;;40626640;ingen spolning spindel 3;MEK-A;2022-04-06  16,45,00;2022-04-06  16,45,10;2022-04-06  16,45,28;202204;A377490;2022-04-06  16,55,13;2022-04-06  17,00,00;2022-04-06  17,22,10;A257562;;Givare smutsig. Thomas och Joel 6/4-22;WORKDONE;MEK-A;;A1;;220;Failure to Observe Operating Conditions (Overload);Autonomous Maintenance;Failure to observe operating conditions;YES;40626645;8544763-C0420;Flödesvakt, Modell, SBG232, Tillv, Ifm;273;Ifm (Ifm Electronic);8544763-U17;Kylmedel;MEK-A;A257562;MEK-A;Rengöra givare;2022-04-06  17,05,08;2022-04-06  17,00,10;2022-04-06  17,22,00;;Rengjort givare. Thomas och Joel 6/4-22;WORKDONE;202204;;;;STD-KAIZEN;40626651;8544763-C0420;Flödesvakt, Modell, SBG232, Tillv, Ifm;Se över filterstorlek;UH-TEK-A;A079291;UH-ING-A;2022-04-06  17,15,05;2022-04-11  11,39,09;2022-04-11  11,39,09;202204;;magnet filter lösning är på G;WORKDONE;;;;870;;0;;0;;;;;;;;0,61;0,16;0,45;0,08;0;0,36;0,62;0,01;0;0;0
KOP;8531960;SCHMID SE318 FLEROPERATIONSMAS AV19;A;;;Siemens 840D PL;2;;;;1;;;1;;;;122;Schmid;7781;AV19;E-MOB;AV19;;40626650;lucka går inte att stänga;MEK-A;2022-04-06  16,55,00;2022-04-06  17,00,00;2022-04-06  17,03,48;202204;A405248;2022-04-06  17,19,42;2022-04-06  19,23,42;2022-04-06  20,18,42;A376531;;Kan vara klämmlist, Fyrpil undersöker. Thomas och Joel 6/4-22;WORKDONE;MEK-A;;A1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40626770;8531960-C3070;Kontaktor laddlucka;;;8531960-U13;Luckor;MEK-A;A226747;EL-A;Byte kontaktor Q464;2022-04-06  20,12,51;2022-04-06  19,48,42;2022-04-06  20,16,42;;Luckan går ej ner. Utgången Q48,5 ligger hög men den går genom en NC kontakt på Q464 och den har hängt sig. Byte kontaktor Q464;WORKDONE;202204;;;;STD-KAIZEN;40626775;8531960-C3070;Kontaktor laddlucka;Byte kontaktorer;UH-TEK-A;A228507;UH-TEK-A;2022-04-06  20,21,25;2022-04-19  09,43,58;2022-04-19  09,43,58;202204;;Byte av kontaktorer till laddlucka på fastställd tid.;WORKDONE;;;;1457,51;;0;;0;;Yes;;;;;;3,22;0,27;2,95;2,07;0,42;0,47;3,4;0,18;0,08;0,06;0,03
KOP;8546713;Karl Klink driftmaskin, LM11;AA;;;Siemens 840D SL;3;;1;;;;;1;;;;70;Karl-Klink;7731;LM11;MA-MJUK;LM11;;40627215;Oljebarometer trasig;MEK-A;2022-04-07  11,11,00;2022-04-07  11,11,00;2022-04-07  11,11,11;202204;A229608;2022-04-07  11,15,00;2022-04-07  11,17,00;2022-04-07  11,48,00;A324008;Felsökning;Manometer trasig läcker.;WORKDONE;MEK-A;;A1;;350;Design Weakness (Strength);Design weakness;Design weakness;YES;40627223;8546713-C0470;Manometer, Modell, 9/250, Tillv, HAWE, Tillv.nr, 9/250;1433;Hawe;8546713-U27;Hydraulik;MEK-A;A324008;MEK-A;byte manometer;2022-04-07  11,41,32;2022-04-07  11,30,00;2022-04-07  11,40,00;;"Manometer trasig läcker.
Byte manometer.";WORKDONE;202204;;;;STD-KAIZEN;40627226;8546713;Karl Klink driftmaskin, LM11;montera en kran för avstängning;UH-TEK-A;A275085;UH-TEK-A;2022-04-07  11,46,38;2022-04-07  15,41,25;2022-06-22  10,18,18;202206;;Manometer som klarar högre tryckstötar installeras. AO, 40660565 /Heidi;WORKDONE;;;;1164,01;;0;;0;;Yes;;;;;;0,48;0,06;0,42;0,03;0,22;0,17;0,62;0,13;0;0;0,13
KOP;8544759;Liebherr kuggfräs AV50;A;;;Siemens 840D SL;3;;;;;;;0;;;;78;Liebherr;7781;AV50;E-MOB;AV50;;40627333;Uppriktning av gradstålet;MEK-A;2022-04-07  13,30,00;2022-04-07  13,35,00;2022-04-07  13,39,39;202204;A271727;2022-04-07  15,37,09;2022-04-07  20,00,00;2022-04-07  20,30,10;A257562;;Hållaren till gradstålet är krokig, behöver riktas. Thomas och Joel 7/4-22;WORKDONE;MEK-A;;A1;;241;Human Error Operator (Overload);Human Error Operator;Human error operator;YES;40627631;8544759-C1041;Hållare;;;8544759-U62;Gradstål;MEK-A;A257562;MEK-A;Rikta hållare;2022-04-07  20,48,07;2022-04-07  20,00,10;2022-04-07  20,30,00;;Riktat hållare, skulle behöva bytas ut. Thomas och Joel 7/4-22;WORKDONE;202204;;;;STD-KAIZEN;40627640;8544759-C1041;Hållare;Herca;UH-TEK-A;A228507;UH-TEK-A;2022-04-07  20,54,41;2022-04-29  14,30,59;2022-04-29  14,30,59;202204;;"Riktad nu men behöver ersättas av en ny.
Herca nr H2022-04-29T12_55_56";WORKDONE;PD;;;4350;;0;;0;;;;;;;;6,84;1,96;4,88;4,38;0;0,5;7;0,16;0,08;0,08;0
KOP;8545824;Studer axelslip, AV84;A;;;Fanuc Series 310i-SA5;0;;;;;;;0;;;;137;Studer;7772;AV84;MA/PT-HÅRT;AV84;;40627884;Läckande spolrör i maskinen;MEK-A;2022-04-08  07,15,00;2022-04-08  07,20,00;2022-04-08  07,32,29;202204;A310828;2022-04-08  07,43,42;2022-04-08  07,55,00;2022-04-08  10,43,00;A324008;Felsökning;"Läckande spolrör,misstänker koaxventilen.
8545824
8545824-C0846";WORKDONE;MEK-A;;A1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40627917;8545824-C0846;*NY*koaxventil;;;8545824-U10;Skärvatska system;MEK-A;A324008;MEK-A;koaxventil;2022-04-08  08,42,20;2022-04-08  07,55,00;2022-04-08  10,40,00;;"Läckande spolrör,misstänker koaxventilen.
Plockat ner ventilen, plockat isär den och gjort rent.
Monterat tillbaka och provkört-ok";WORKDONE;202204;;;;STD-KAIZEN;40627972;8545824-C0846;*NY*koaxventil;se över reningsanläggningen;UH-TEK-A;KK01587;UH-TEK-A;2022-04-08  10,38,35;2022-11-07  16,13,55;2022-11-07  16,14,02;202211;;"Problemet är troligast att ""metallnätet"" är för sträckt vilket gör att skit från anläggningen kommer in till maskinen.

Varit i kontakt flera gånger med primetek som nu äger nederman anläggningen men kommer ingen vart då dem inte lyckas hitta vad det skall vara för nät.

Vi har heller inte fått med några som helst ritningar eller reservdelslistor till maskinen...

Ska planeras som MP, nya fästar. //sean";WORKDONE;;;;3480;;44536;;0;;;;;;Yes;;3,13;0,19;2,94;0,19;0;2,75;3,47;0,34;0,08;0,21;0,05
KOP;8515433;BUDERUS INNERSLIPMASKIN AV82;A;;;Siemens 840D PL;0;2;2;2;2;1;2;11;;;;18;Buderus;7772;AV82;MA/PT-HÅRT;AV82;;40628937;Motorskydd Grupp 1 Säkring utlöst;EL-A;2022-04-10  10,40,00;2022-04-10  10,50,00;2022-04-10  10,49,47;202204;A367402;2022-04-10  11,09,56;2022-04-10  11,29,00;2022-04-10  11,39,00;KK72135;felsökning;motorskydd Q3 utlöst;WORKDONE;EL;;A1;;70;Root Cause Not Found;Root cause not found;Interruption in production due to equipment failure or breakdown;;40628959;8515433-C0248;Anordning adapter, Modell, SV 3445, Tillv, Rittal-Werk;307;Rittal;8515433-U16;Elskåp;EL-A;KK72135;EL;återställ Q3;2022-04-10  13,16,13;2022-04-10  11,30,00;2022-04-10  11,35,00;;återställde Q3;WORKDONE;202204;;;;STD-KAIZEN;40628961;8515433-C0248;Anordning adapter, Modell, SV 3445, Tillv, Rittal-Werk;hitta rotorsak;UH-TEK;;;2022-04-10  13,18,58;;;;;;WORKREQUEST;;;;1740;;0;;;;;;;;;;0,75;0,34;0,42;0,32;0,02;0,08;0,98;0,23;0,17;0;0,07
KOP;8544759;Liebherr kuggfräs AV50;A;;;Siemens 840D SL;3;;;;;;;0;;;;78;Liebherr;7781;AV50;E-MOB;AV50;;40629177;Överhettad kylanläggning;EL-A;2022-04-11  06,00,00;2022-04-11  06,00,00;2022-04-11  06,04,38;202204;A271727;2022-04-11  06,12,50;2022-04-11  07,30,00;2022-04-11  09,40,22;A328741;Felsökning;;WORKDONE;EL-A;;A1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40629284;8544759-S068;Hydraul Kylaggregat;;;8544759-U51;Hydraulik;EL-A;A328741;EL-A;Kylanläggning;2022-04-11  09,24,00;2022-04-11  07,30,00;2022-04-11  09,40,22;;En fläkt samt kondensator sönder. Får beställa nytt. Kör nu med öppna dörrar /Jonathan;WORKDONE;202204;;;;STD-KAIZEN;40629286;8544759-S068;Hydraul Kylaggregat;Beställ nytt;UH-TEK-A;A226747;EL-A;2022-04-11  09,29,49;2022-04-20  15,03,40;2022-04-20  15,04,13;202204;;Byte av fläkt o kondensator;WORKDONE;;;;3045;;0;;2610;;;;;;;;3,6;0,14;3,46;1,29;0;2,17;3,67;0,08;0;0,08;0
KOP;8530778;HESSAPP SVARV DVT350 LM30;AA;;;Siemens 840D PL;3;;;1;;;1;2;;;;58;Hessap;7731;LM30;MA-MJUK;LM30;;40629545;maskinen larmar för dragstången i tempo 2;MEK-A;2022-04-11  14,00,00;2022-04-11  14,00,00;2022-04-11  14,20,48;202204;A416668;2022-04-11  14,38,27;2022-04-11  14,50,00;2022-04-11  18,30,00;KK02733;;;WORKDONE;MEK-A;;A1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40629777;8530778-C0009;Pulsgivare 5800-00052, för Hessapp me Maskin nr A. 1002495.01, Tillv, Hessapp, Tillv.nr, 5800-00052;58;Hessap;8530778-U08;C2-detaljspindel (Kanal 2);MEK-A;KK02733;MEK-A;justera pusgivare;2022-04-11  20,54,44;2022-04-11  14,50,00;2022-04-11  18,29,00;;"plåtat av och justerat pusgivare till dragstång, den hade 91 i värde vid öppen chuck. ska vara under 90, så jag ställde den på 88 och då fungerade det
11/4-22 Hed";WORKDONE;202204;;;;;;;;;;;;;;;;;;;;;;4350;;0;0;;;;;;;;;4,14;0,29;3,84;0,19;0;3,65;4,5;0,37;0;0,35;0,02
KOP;8515731;LIEBHERR KUGGFRÄSMASKIN LC382 AV75;AA;;;Liebherr LH 90;3;;1;1;;;1;3;;;;78;Liebherr;7761;AV75;PT-MJUK;AV75;;40629691;bit lossna/ramlade ur gripare;MEK-A;2022-04-11  17,30,00;2022-04-11  17,31,00;2022-04-11  17,40,07;202204;KK01910;2022-04-11  17,45,00;2022-04-11  17,50,00;2022-04-11  18,45,00;A314677;Felsökning;;WORKDONE;EL-A;;A1;;70;Root Cause Not Found;Root cause not found;Interruption in production due to equipment failure or breakdown;;40629712;8515731-C0978;detaljlyft*;;;8515731-U08.1;C3 Detaljväxlare;MEK-A;A314677;EL-A;Plockat upp detalj;2022-04-11  18,49,23;2022-04-11  17,50,00;2022-04-11  18,35,00;Plockat upp detalj;Hjälpt OP krypa in under banan för att plocka fram detalj från bakom hissen. Palletten låg på sidan men ingen såg vad som hände så vet inte om det var griparen som kuffat av detalj, eller något med palletten. Kunde inte se något på palletten, men OP ville inte chansa och la det vid sidan.;WORKDONE;202204;;;;;;;;;;;;;;;;;;;;;;870;;0;0;;;;;;;;;0,91;0,08;0,83;0,08;0;0,75;1,25;0,34;0,02;0,15;0,17
KOP;8530778;HESSAPP SVARV DVT350 LM30;AA;;;Siemens 840D PL;3;;;1;;;1;2;;;;58;Hessap;7731;LM30;MA-MJUK;LM30;;40629826;Maskinen läcker kylvatten;MEK-A;2022-04-11  22,20,00;2022-04-11  22,21,00;2022-04-11  22,43,45;202204;A275279;2022-04-11  23,21,46;2022-04-11  23,30,00;2022-04-12  06,30,10;KK03047;;"Läcker från plåtarna runt spindeln.

//thomsen";WORKDONE;MEK-A;;A1;;242;Human Error Maintenance (Overload);Human Error Maintenance;Human error maintenance;YES;40630040;8530778-C0198;*NY*Plåtar runt spindel tempo 2;;;8530778-U15;Maskinskydd / Luckor;MEK-A;A257562;MEK-A;Täta läckage;2022-04-12  07,05,14;2022-04-11  23,30,10;2022-04-12  06,30,00;;"tätat plåtar runt spindel. dags för provkörning .

//thomsen

Provkörning ok. Thomas och Joel 12/4-22";WORKDONE;202204;;;;STD-KAIZEN;40630043;8530778;HESSAPP SVARV DVT350 LM30;Herca;UH-TEK-A;KK49189;ANL-TEK;2022-04-12  07,11,36;2022-04-19  09,30,18;2022-04-19  09,43,55;202204;;klart 19/4-22;WORKDONE;PD;H2022-04-19T09_34_02;;9135;;0;;0;;;;;;;;7,77;0,63;7,14;0,14;0;7;8,17;0,4;0,02;0,38;0
KOP;8542325;Index Svarv AV01;AA;;;Siemens 840D PL;3;;;;;;;0;;;;62;Index-Werke Kg;7761;AV01;PT-MJUK;AV01;;40629876;Larm Revilver 1 ej låst;EL-A;2022-04-11  23,50,00;2022-04-11  23,55,00;2022-04-12  00,05,41;202204;A394811;2022-04-12  00,15,59;2022-04-12  01,00,00;2022-04-12  02,00,00;A353137;Felsökt;När jag kom ner hade maskin larm på Stopp A och B CM3. NCK för att sedan försöka indexera revolvern men då gick det utan problem. Bad OP köra igång. Hittills har det inte varit några problem.;WORKDONE;EL;;A1;;70;Root Cause Not Found;Root cause not found;Interruption in production due to equipment failure or breakdown;;40629914;8542325-C1504;*NY* NC-program;;;8542325-U14;Elskåp;EL-A;A353137;EL;NCK;2022-04-12  02,41,17;2022-04-12  01,00,00;2022-04-12  02,00,00;NCK,a;;WORKDONE;202204;;;;STD-KAIZEN;40629918;8542325;Index Svarv AV01;Kontrollera Revolver 1 givare för indexering mm.;UH-TEK-A;A353137;EL;2022-04-12  02,44,11;2022-05-02  07,44,54;2022-05-02  07,44,54;202205;;;WORKDONE;;;;1087,5;;0;;0;;;;;;;;1,91;0,17;1,73;0,73;0;1;2,17;0,26;0,08;0,18;0
KOP;88988;WEISSER KUGGHJULSSVARV LM28;AA;;;Siemens 840D PL;3;1;1;2;1;1;2;8;;;;181;J.G.Weisser;7731;LM28;MA-MJUK;LM28;;40630183;Rikt av revolver;MEK-A;2022-04-12  10,30,00;2022-04-12  10,31,00;2022-04-12  10,35,55;202204;A387650;2022-04-12  11,35,42;2022-04-12  11,40,00;2022-04-12  12,15,10;A376531;;En palett följde med in i bearbetningsutrymmet och orsakade en krock. Thomas och Joel 12/4-22;WORKDONE;MEK-A;;A1;;260;External Influence (Overload);External influence;External influence;YES;40630286;88988-C0089;Pos 2, Revolverskiva 2, 8-läges+ Capto C5 (Capto verktygsfäste), Modell, Revolverskiva 1 Sauter , Tillv, Sauter, Tillv.nr, 0.5.901.020/100.838;2834;Sauter Components;88988-U04;Revolver 2 vänster;MEK-A;A257562;MEK-A;Rikta revolver;2022-04-12  12,26,30;2022-04-12  11,40,10;2022-04-12  12,15,00;;Riktat revolver från 0,5mm till 0,01mm.;WORKDONE;202204;;;;STD-KAIZEN;40630305;88988-C0089;Pos 2, Revolverskiva 2, 8-läges+ Capto C5 (Capto verktygsfäste), Modell, Revolverskiva 1 Sauter , Tillv, Sauter, Tillv.nr, 0.5.901.020/100.838;Byt ut slitna paletter;UH-TEK-A;A275085;UH-TEK-A;2022-04-12  12,41,23;2022-04-27  14,31,26;2022-06-21  13,16,13;202206;;Det har fungerat bra efter att vi bytt kedja och kurvprofiler /Heidi;WORKDONE;;;;870;;0;;0;;;;;;;;1,65;1;0,66;0,07;0;0,58;1,75;0,1;0,02;0,08;0
KOP;8544759;Liebherr kuggfräs AV50;A;;;Siemens 840D SL;3;;;;;;;0;;;;78;Liebherr;7781;AV50;E-MOB;AV50;;40630357;Felmeddelande fläkten;EL-A;2022-04-12  13,00,00;2022-04-12  13,00,00;2022-04-12  13,30,46;202204;A271727;2022-04-12  14,10,27;2022-04-12  15,00,00;2022-04-12  17,00,00;A257549;;Larm på fläkt på effekdel, lämnat över till em /Jonathan & Fyrpihl;WORKDONE;EL-A;;A1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40630492;8544759-C0908;Motormodul, Z4-axel, singel, Modell, SINAMICS S120, 18A, Tillv, SIEMENS , Tillv.nr, 6SL3120-1TE21-8AA4;;;8544759-U61;Elskåp;EL-A;A314677;EL-A;Reset av fläktlarm;2022-04-12  15,22,54;2022-04-12  15,00,00;2022-04-12  15,25,00;Reset av fläktlarm;"FM hade försökt nollställa, men tror dem var i supply MD tror jag. Larmet kom under Drive MD.
Ändrade P251 = 0 och P252 = 0 (avvaktivera övervakningen) och sedan P252 = 40000 igen. Larmet borta. 
Hittade ingen fläkt på förrådet att byta med.

Text på fläkten.
SUNON
PMD2404PQB1-A
(2) 2639-2
DC26V
A5E32492579";WORKDONE;202204;;;;STD-KAIZEN;40630601;8544759-C0908;Motormodul, Z4-axel, singel, Modell, SINAMICS S120, 18A, Tillv, SIEMENS , Tillv.nr, 6SL3120-1TE21-8AA4;Bereda FU fläktbyte effektmodul;UH-TEK-A;A228507;UH-TEK-A;2022-04-12  18,10,25;2022-06-07  10,36,15;2022-06-15  11,14,52;202206;Fläkten finns i förrådet;Fläkt förrås nr 20041521;WORKDONE;;;;10780;0;0;;889,75;;;;Yes;Yes;;;1,9;0,66;1,24;0,83;0;0,42;4;2,09;0;0,51;1,58
KOP;86049;MASK.FÖR FASNING OCH TRYCKNING LM26;B;;;;1;1;2;2;2;1;2;10;;;;;;7731;LM26;MA-MJUK;LM26;;40631048;trasig sladd;EL-A;2022-04-13  08,00,00;2022-04-13  08,00,00;2022-04-13  08,37,48;202204;A181607;2022-04-13  08,51,31;2022-04-13  09,00,00;2022-04-13  11,00,00;A328741;Felsökning;;WORKDONE;EL-A;;A1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40631228;86049-C0005;Cylindergivare nedre läge;;;86049-U09;V-block;EL-A;A328741;EL-A;Givarkabel;2022-04-13  12,59,42;2022-04-13  09,00,00;2022-04-13  11,00,00;;Fick sätta dit en ny givare samt kabel. /Jonathan & Fyrpihl;WORKDONE;202204;;;;STD-KAIZEN;40631231;86049;MASK.FÖR FASNING OCH TRYCKNING LM26;Givarkabel;UH-TEK-A;A275085;UH-TEK-A;2022-04-13  13,05,16;2022-04-14  11,56,05;2022-06-02  07,32,34;202206;;;WORKDONE;;;;3480;;0;;0;;;;;;;;2,37;0,23;2,14;0,14;0;2;3;0,63;0;0,63;0
KOP;8515433;BUDERUS INNERSLIPMASKIN AV82;A;;;Siemens 840D PL;0;2;2;2;2;1;2;11;;;;18;Buderus;7772;AV82;MA/PT-HÅRT;AV82;;40631489;Går inte att låsa centrifugen;MEK-A;2022-04-13  18,00,00;2022-04-13  18,01,00;2022-04-13  18,17,11;202204;A367402;2022-04-13  18,20,34;2022-04-13  18,30,00;2022-04-13  23,00,00;A324008;Felsökning;En av låsningarna kärvar för att låsa centrifugen.;WORKDONE;MEK-A;;A1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40631524;8515433-C0411;*NY*Centrifug;;;8515433-U15;Skärvätskeanläggning;MEK-A;A324008;MEK-A;justering låsbläck;2022-04-13  19,35,44;2022-04-13  18,30,00;2022-04-13  20,45,00;;"En av låsningarna kärvar för att låsa centrifugen.
Borttagning av låsbläck till en av låsningarna,justerat  så att det fungerar bra.";WORKDONE;202204;;;;STD-KAIZEN;40631536;8515433-C0411;*NY*Centrifug;Kontroll på FU;UH-TEK-A;A079291;UH-ING-A;2022-04-13  19,48,30;2022-04-26  11,26,09;2022-04-26  11,26,09;202204;;Skapat FU på kontroll av låsningarna.;WORKDONE;;;;3915;;0;;0;;;;;;;;2,46;0,06;2,41;0,16;0;2,25;5;2,54;0,02;0,27;2,25
KOP;8546713;Karl Klink driftmaskin, LM11;AA;;;Siemens 840D SL;3;;1;;;;;1;;;;70;Karl-Klink;7731;LM11;MA-MJUK;LM11;;40632816;Startar inte;MEK-A;2022-04-18  06,00,00;2022-04-18  06,01,00;2022-04-18  06,44,03;202204;A298998;2022-04-18  07,19,16;2022-04-18  08,00,00;2022-04-18  08,25,00;KK67123;felsökning;;WORKDONE;EL;;a1;;120;Failure to Observe Operating Conditions (Wear out);Autonomous Maintenance;Failure to observe operating conditions;YES;40632928;8546713-C0169;Fotocell, Modell, LD86PCV3, Tillv, Wenglor, Tillv.nr, LD86PCV3;;;8546713-U11;Ewab bansystem;MEK-A;KK67123;EL;Givare bana;2022-04-18  14,14,24;2022-04-18  08,00,00;2022-04-18  08,15,00;riktat givare;GIvare för lämna palletten stod fel. Riktade den.;WORKDONE;202204;;;;STD-KAIZEN;40632930;8546713;Karl Klink driftmaskin, LM11;Bygg om och utbilda personal på givarna;UH-TEK-A;A275085;UH-TEK-A;2022-04-18  14,19,12;2022-06-21  13,13,32;2022-06-21  13,13,32;202206;;Personalen har fått info om hur man gör med givare på banan. /Heidi;WORKDONE;;;;0;;0;;0;;;;;;;;1,52;0,59;0,93;0,68;0;0,25;2,42;0,9;0,02;0,72;0,17
KOP;80977;LORENZ KUGGHYVEL AV43;A;;;Siemens 840D PL;0;;;1;1;;1;3;;;;80;Lorenz;7781;AV43;E-MOB;AV43;;40633490;Skärm är svart !;EL-A;2022-04-19  08,00,00;2022-04-19  08,00,00;2022-04-19  08,49,23;202204;A048795;2022-04-19  08,59,06;2022-04-19  09,10,00;2022-04-19  09,35,00;A314677;Felsökning;;WORKDONE;EL-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40633549;80977-C0006;PCU (=02-F11);;;80977-U14;Manöverpanel;EL-A;A314677;EL-A;Nätagg PCU trasigt;2022-04-19  10,21,15;2022-04-19  09,20,00;2022-04-19  09,30,00;Byte nätagg till PCU;Hade 24v fram till PCU men skärmen ändå svart.;WORKDONE;202204;;;;STD-KAIZEN;40633552;80977-C0006;PCU (=02-F11);Byta nätagg i PCU på intervall;UH-TEK-A;A228507;UH-TEK-A;2022-04-19  10,27,06;2022-06-22  11,18,31;2022-06-22  11,18,31;202206;;inget motåtgärd;WORKDONE;;;;7027;;0;;0;;Yes;;;;;;0,68;0,16;0,51;0,18;0,17;0,17;1,58;0,9;0;0,82;0,08
KOP;8515732;TVÄTTMASKIN POWERTRONIC;B;;;Siemens Simatic S5;0;;;;;;;0;;;;17;Bror Johansson;7761;AV72;PT-MJUK;AV72;;40633497;tvättmaskin fungerar ej;EL-A;2022-04-19  08,55,00;2022-04-19  08,56,00;2022-04-19  08,57,20;202204;KK01910;2022-04-19  09,21,11;2022-04-19  09,51,11;2022-04-19  11,30,00;A257549;;fotocell s1.2 dålig och behöver bytas;WORKDONE;EL-A;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40633550;8515732-C0002;*NY* fotocell S1.2;;;8515732-U01;Bantransportör;EL-A;A257549;EL-A;byta fotcell;2022-04-19  10,23,18;2022-04-19  09,51,12;2022-04-19  11,17,12;;fanns ingen ny fotcell på förråd. Ny fotocell beställd;WORKDONE;202204;;;;STD-KAIZEN;40633740;8515732-C0002;*NY* fotocell S1.2;byt på intervall;UH-TEK-A;KK02733;MEK-A;2022-04-19  13,45,10;2022-05-30  14,39,38;2022-05-30  14,39,38;202205;;;WORKDONE;;;;1740;;0;3735,09;0;;;;;;;;2,33;0,4;1,93;0,5;0;1,43;2,58;0,25;0,02;0,02;0,21
